Depth_P1_G2 0.123748 0.086352 1.16863 2.18603 0.535554 10.2956 50.1597 39.8641 1122.23 11 0.1
Depth_P1_G2 0.119598 0.0821395 1.19206 1.89914 0.591145 4 42.5206 38.5206 768.053 12 0.181818
Depth_P1_G2 0.119495 0.0747003 1.32477 2.115 0.397212 9.21954 55.3173 46.0977 585.618 14 0.0769231
Depth_P1_G2 0.120984 0.0730691 1.33887 2.15769 0.450942 2.82843 51.5461 48.7177 499.032 15 0.142857
Depth_P1_G2 0.108366 0.0729446 1.24473 2.18111 0.482606 9.21954 54.2033 44.9838 462.671 15 0.142857
Depth_P1_G2 0.118905 0.0791955 1.27262 1.74652 0.456858 8.24621 43.0813 34.8351 1067.27 9 0.25
Depth_P1_G2 0.123698 0.0601117 1.31963 1.95989 0.527808 5.38516 47.8017 42.4165 454.664 21 0.15
Depth_P1_G2 0.129421 0.0799035 1.3298 2.31523 0.438102 7.28011 43.4166 36.1365 297.812 18 0.117647
Depth_P1_G2 0.12803 0.0764388 1.35802 2.37281 0.474487 6.08276 45.5412 39.4584 247.256 21 0.1
Depth_P1_G2 0.12499 0.0761842 1.36103 2.31294 0.288722 5 41.2311 36.2311 317.468 17 0
Depth_P1_G3 0.105972 0.0633636 1.27312 1.7614 0.527552 7.61577 48.0937 40.4779 911.997 12 0.181818
Depth_P1_G3 0.107753 0.107753 1 2.01377 0.483612 20.5913 53.0094 32.4182 1314.88 6 0.2
Depth_P1_G3 0.0976728 0.0635894 1.16807 1.96609 0.70013 6.40312 57.9741 51.571 728.103 15 0.142857
Depth_P1_G3 0.102238 0.0638444 1.19018 1.92708 0.434016 5.09902 50.774 45.675 565.213 18 0.117647
Depth_P1_G3 0.103399 0.0623891 1.28353 1.90382 0.510403 13.1529 49.2443 36.0913 557.874 20 0.210526
Depth_P1_G3 0.11038 0.061396 1.37283 1.83595 0.569819 11.6619 48.8262 37.1643 670.202 16 0.2
Depth_P1_G3 0.129421 0.0799035 1.3298 2.31523 0.438102 7.28011 43.4166 36.1365 297.812 18 0.117647
Depth_P1_G3 0.106152 0.0611771 1.3194 2.02498 0.477775 10.6301 45.2769 34.6468 304.633 22 0.142857
Depth_P1_G3 0.10461 0.0627638 1.29005 1.94474 0.527138 7.07107 51.0392 43.9681 470.285 17 0.125
Depth_P1_G3 0.11028 0.0598417 1.20847 1.98505 0.513543 3.60555 43.1045 39.499 423.554 21 0.2
Depth_P1_G4 0.123698 0.0601117 1.31963 1.95989 0.527808 5.38516 47.8017 42.4165 454.664 21 0.15
Depth_P1_G4 0.11028 0.0598417 1.20847 1.98505 0.513543 3.60555 43.1045 39.499 423.554 21 0.2
Depth_P1_G4 0.117173 0.0630946 1.20345 1.90673 0.946179 2.82843 42.0476 39.2192 454.081 19 0.333333
Depth_P1_G4 0.127687 0.0615264 1.33936 2.1141 0.507344 4.24264 45.8803 41.6376 314.437 25 0.0833333
Depth_P1_G4 0.110457 0.0635228 1.12407 2.22043 0.566997 3.16228 41.1825 38.0202 228.209 27 0.115385
Depth_P1_G4 0.108833 0.0632435 1.12589 1.68536 0.624561 7.07107 39.6611 32.59 628.948 16 0.266667
Depth_P1_G4 0.128181 0.0640812 1.32611 1.92915 0.703842 5 44.0114 39.0114 447.522 19 0.222222
Depth_P1_G4 0.108923 0.0636463 1.11187 2.0022 0.619621 5 41.7612 36.7612 452.947 21 0.2
Depth_P1_G4 0.106273 0.0600532 1.18605 2.13361 0.586612 7.28011 44.0454 36.7653 376.785 24 0.173913
Depth_P1_G4 0.107614 0.0597571 1.20859 1.74495 0.90488 6.40312 47.2017 40.7986 561.525 17 0.4375
Depth_P1_G5 0.108977 0.0614046 1.13115 1.67206 0.710399 6.08276 50 43.9172 638.703 18 0.294118
Depth_P1_G5 0.111256 0.060945 1.1852 1.95603 0.455178 5 47.2652 42.2652 366.56 22 0.142857
Depth_P1_G5 0.111244 0.0606692 1.31862 2.24832 0.569492 8.06226 51.8652 43.803 354.013 23 0.136364
Depth_P1_G5 0.105619 0.0636616 1.10746 1.98832 0.697163 5.38516 46.0109 40.6257 424.331 22 0.238095
Depth_P1_G5 0.10196 0.0632113 1.06789 1.94165 0.767558 9.21954 45.8039 36.5844 451.973 21 0.25
Depth_P1_G5 0.103359 0.0897278 1.09363 2.26005 0.294822 13.4164 42.5206 29.1042 455.336 11 0
Depth_P1_G5 0.118799 0.0639652 1.21571 2.01631 0.786092 8.60233 43.1393 34.537 304.916 24 0.26087
Depth_P1_G5 0.130107 0.0628699 1.32615 1.80148 0.746387 4.12311 48.0208 43.8977 529.305 19 0.277778
Depth_P1_G5 0.11028 0.0598417 1.20847 1.98505 0.513543 3.60555 43.1045 39.499 423.554 21 0.2
Depth_P1_G5 0.114945 0.0695555 1.31663 2.12921 0.293304 8.48528 44.7772 36.2919 315.637 19 0.0555556
Depth_P1_G6 0.119105 0.0740053 1.18667 1.89761 0.567295 7.2111 50.2096 42.9985 668.619 14 0.153846
Depth_P1_G6 0.132347 0.0797519 1.28456 1.77164 0.420373 3.16228 42.0119 38.8496 588.557 13 0.166667
Depth_P1_G6 0.109159 0.0730199 1.08988 1.90084 0.560166 5.83095 60.8276 54.9967 728.087 14 0.153846
Depth_P1_G6 0.11288 0.0719542 1.17017 2.00755 0.597127 9.05539 49.7695 40.7141 639.518 15 0.142857
Depth_P1_G6 0.11204 0.0721283 1.12216 2.02216 0.532328 1 44.9444 43.9444 501.596 19 0.111111
Depth_P1_G6 0.120567 0.0725649 1.23031 2.22316 0.617331 5.38516 42.3792 36.9941 364.597 18 0.117647
Depth_P1_G6 0.130482 0.0728836 1.3209 2.19179 0.476375 3.16228 41.0122 37.8499 248.134 23 0.0909091
Depth_P1_G6 0.130482 0.0728836 1.3209 2.19179 0.476375 3.16228 41.0122 37.8499 248.134 23 0.0909091
Depth_P1_G6 0.130557 0.0736807 1.34986 2.1603 0.342388 9.43398 38.4708 29.0368 248.107 21 0.05
Depth_P1_G6 0.134782 0.075862 1.33752 2.11502 0.461637 3 41.4005 38.4005 300.498 19 0.111111
Depth_P1_G7 0.132771 0.0729449 1.3822 2.09301 0.482495 12.3693 51.1566 38.7873 786.888 15 0.142857
Depth_P1_G7 0.134846 0.0792723 1.35808 2.04834 0.63336 7.81025 39 31.1898 643.378 12 0.181818
Depth_P1_G7 0.12398 0.0674321 1.44623 2.04386 0.709436 7.61577 49.7293 42.1135 470.564 16 0.2
Depth_P1_G7 0.1272 0.067407 1.41641 1.87627 0.554154 5.38516 48.0833 42.6981 677.969 14 0.153846
Depth_P1_G7 0.124573 0.0728678 1.32367 1.76613 0.650034 6.40312 47.634 41.2309 693.936 13 0.25
Depth_P1_G7 0.107367 0.0690851 1.2451 2.1128 0.679179 7.81025 48.1664 40.3561 363.873 17 0.1875
Depth_P1_G7 0.118591 0.0672839 1.37543 1.98034 0.420621 5.38516 44.0454 38.6603 449.767 15 0.214286
Depth_P1_G7 0.109475 0.0682117 1.2588 2.13061 0.480687 2.23607 46.3249 44.0889 407.426 18 0.117647
Depth_P1_G7 0.11261 0.0690435 1.2913 2.16088 0.46884 7.2111 49.98 42.7689 394.568 18 0.0588235
Depth_P1_G7 0.15028 0.0750857 1.57426 1.93812 0.521601 8.544 40.8534 32.3094 493.501 14 0.153846
Depth_P1_G8 0.127478 0.0733109 1.40143 2.00923 0.676865 6 55.0364 49.0364 441.381 16 0.133333
Depth_P1_G8 0.1272 0.067407 1.41641 1.87627 0.554154 5.38516 48.0833 42.6981 677.969 14 0.153846
Depth_P1_G8 0.123719 0.075143 1.31508 1.96583 0.673591 7.07107 56.8243 49.7532 490.015 15 0.214286
Depth_P1_G8 0.118845 0.071939 1.36747 1.89666 0.85474 10.198 49.4065 39.2084 578.958 14 0.307692
Depth_P1_G8 0.11329 0.0683605 1.34814 2.3622 0.351598 10.2956 56.6039 46.3083 208.767 25 0
Depth_P1_G8 0.119346 0.0684201 1.43083 2.27936 0.42602 11.6619 48.8262 37.1643 259.02 21 0.1
Depth_P1_G8 0.119893 0.0709003 1.37143 1.97385 0.674944 7.2111 46.5725 39.3614 474.83 15 0.214286
Depth_P1_G8 0.130557 0.0736807 1.34986 2.1603 0.342388 9.43398 38.4708 29.0368 248.107 21 0.05
Depth_P1_G8 0.114945 0.0695555 1.31663 2.12921 0.293304 8.48528 44.7772 36.2919 315.637 19 0.0555556
Depth_P1_G8 0.106802 0.0782014 1.09443 1.64876 0.377925 12.083 45.793 33.71 476.12 15 0.214286
Depth_P1_G9 0.115565 0.0689066 1.24512 1.99399 0.647884 8.544 58.0775 49.5335 495.076 18 0.176471
Depth_P1_G9 0.0999295 0.0601813 1.17696 1.96236 0.545751 5.09902 51.7397 46.6407 517.347 19 0.166667
Depth_P1_G9 0.111244 0.0606692 1.31862 2.24832 0.569492 8.06226 51.8652 43.803 354.013 23 0.136364
Depth_P1_G9 0.105619 0.0636616 1.10746 1.98832 0.697163 5.38516 46.0109 40.6257 424.331 22 0.238095
Depth_P1_G9 0.105092 0.0578663 1.33072 2.29995 0.634789 8.60233 60.3075 51.7052 334.503 26 0.08
Depth_P1_G9 0.109024 0.0610552 1.27956 2.26254 0.528517 6.40312 47.3814 40.9783 224.159 26 0.12
Depth_P1_G9 0.103081 0.0608649 1.22292 2.33109 0.42273 2.82843 48.6621 45.8337 166.662 29 0.0714286
Depth_P1_G9 0.123719 0.075143 1.31508 1.96583 0.673591 7.07107 56.8243 49.7532 490.015 15 0.214286
Depth_P1_G9 0.107247 0.0889328 1.17809 2.29877 0.53785 18.6815 53.3104 34.6289 608.902 10 0.111111
Depth_P1_G9 0.103979 0.0578929 1.27014 2.18899 0.34123 4 46.2385 42.2385 252.949 27 0.0384615
